Ngày,Địa chỉ,Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Diện tích,Dài,Rộng,Giá/m2
6/25/2020,"Đường Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,NaN,4 m,"39,39 triệu/m²"
6/25/2020,"Đường Phú Lương, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,NaN,3 m,"50,29 triệu/m²"
6/25/2020,"1 quang trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,42 m²,NaN,NaN,"71,43 triệu/m²"
6/25/2020,"Đường Phúc La||1860, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà mặt phố, mặt tiền",NaN,NaN,6 phòng,48 m²,NaN,NaN,125 triệu/m²
6/25/2020,"Đường Vạn Phúc, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",NaN,NaN,6 phòng,83 m²,16 m,5 m,"91,57 triệu/m²"
6/25/2020,"Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,NaN,3 m,"81,82 triệu/m²"
6/25/2020,"Đường Tô Hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,Nhà biệt thự,NaN,NaN,6 phòng,174 m²,NaN,11 m,"112,07 triệu/m²"
6/25/2020,"Đường Yên Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",NaN,NaN,5 phòng,42 m²,NaN,NaN,"36,19 triệu/m²"
6/25/2020,"Đường Văn La||1912, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,Nhà phố liền kề,Đã có sổ,NaN,5 phòng,90 m²,NaN,4 m,"68,33 triệu/m²"
6/25/2020,"51, Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,60 m²,NaN,NaN,"71,67 triệu/m²"
6/25/2020,"1, Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,32 m²,8 m,4 m,"82,81 triệu/m²"
6/25/2020,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,37 m²,NaN,3.5 m,"68,92 triệu/m²"
6/25/2020,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,33 m²,NaN,3 m,"63,64 triệu/m²"
6/25/2020,"Đường Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,38 m²,7 m,5 m,"46,05 triệu/m²"
6/25/2020,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,40 m²,NaN,NaN,"62,5 triệu/m²"
6/25/2020,"Đường Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,36 m²,NaN,NaN,"79,17 triệu/m²"
6/25/2020,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,3 phòng,60 m²,NaN,NaN,"72,5 triệu/m²"
6/25/2020,"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3 phòng,37 m²,12 m,3 m,"105,41 triệu/m²"
6/25/2020,"Đường Kiến Hưng, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,75 m²,NaN,NaN,80 triệu/m²
6/25/2020,"Đường Bế Văn Đàn, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,36 m²,NaN,NaN,"88,89 triệu/m²"
6/25/2020,"Đường Chu Văn An, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,40 m²,NaN,NaN,"127,5 triệu/m²"
6/25/2020,"Đường Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,4 phòng,75 m²,NaN,NaN,"90,67 triệu/m²"
6/25/2020,"Đường Nguyễn Văn Trỗi, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,43 m²,NaN,4 m,"90,7 triệu/m²"
6/25/2020,"Đường Nguyễn Văn Trỗi, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,NaN,5 phòng,43 m²,NaN,4 m,"91,86 triệu/m²"
6/25/2020,"Đường Ngô Quyền, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,7 phòng,69 m²,NaN,5 m,"46,38 triệu/m²"
6/25/2020,"Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,36 m²,NaN,NaN,"65,28 triệu/m²"
6/25/2020,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,30 m²,NaN,NaN,"103,33 triệu/m²"
6/25/2020,"Đường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,45 m²,NaN,NaN,"48,89 triệu/m²"
6/25/2020,"Đường Thanh Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,35 m²,NaN,NaN,"46,57 triệu/m²"
6/25/2020,"Đường Nguyễn Thái Học, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,40 m²,NaN,7 m,"82,5 triệu/m²"
6/25/2020,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,40 m²,NaN,NaN,"97,5 triệu/m²"
6/25/2020,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,35 m²,NaN,3 m,"58,57 triệu/m²"
6/25/2020,"Đường Phùng Hưng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",NaN,NaN,6 phòng,100 m²,NaN,NaN,185 triệu/m²
6/25/2020,"Đường Yên Bình, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,NaN,10 phòng,50 m²,NaN,NaN,130 triệu/m²
6/25/2020,"Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,32 m²,NaN,NaN,"70,94 triệu/m²"
6/25/2020,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,40 m²,NaN,5 m,"87,5 triệu/m²"
6/25/2020,"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,33 m²,NaN,NaN,"69,7 triệu/m²"
6/25/2020,"Đường Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,35 m²,9 m,4 m,"134,29 triệu/m²"
6/25/2020,"Đường Lý Thường Kiệt, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",NaN,NaN,5 phòng,32 m²,8 m,41 m,"145,31 triệu/m²"
6/25/2020,"46, Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,3 phòng,28 m²,NaN,NaN,"110,71 triệu/m²"
6/25/2020,"Đường Yên Bình, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,2,3 phòng,48 m²,NaN,NaN,"43,75 triệu/m²"
6/25/2020,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,30 m²,8 m,4 m,130 triệu/m²
6/25/2020,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,32 m²,8 m,4 m,"89,06 triệu/m²"
6/25/2020,"Đường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",Đã có sổ,4,7 phòng,139 m²,NaN,7 m,"52,52 triệu/m²"
6/25/2020,"AN HÒA, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",NaN,NaN,2 phòng,28 m²,7.5 m,3.6 m,"70,71 triệu/m²"
6/25/2020,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,43 m²,NaN,3 m,"109,3 triệu/m²"
6/25/2020,"tổ 7 huyền kỳ, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,37 m²,9 m,4 m,"47,3 triệu/m²"
6/25/2020,"Đường Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,36 m²,NaN,NaN,"79,17 triệu/m²"
6/25/2020,"Khu đô thị Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,Nhà phố liền kề,Đã có sổ,5,4 phòng,52 m²,13 m,4 m,"109,62 triệu/m²"
6/25/2020,"nhà đa sĩ, Đường Đa Sĩ, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,35 m²,8 m,4 m,"74,29 triệu/m²"
6/25/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,25 m²,5 m,5 m,76 triệu/m²
6/25/2020,"ngõ 36 lê trọng tấn hà đông, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,8 m,4 m,79 triệu/m²
6/25/2020,"Tổ 5 yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,33 m²,11 m,3 m,"55,15 triệu/m²"
6/25/2020,"Phú Lương - Hà Đông - Hà Nội, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,3,3 phòng,45 m²,12 m,3.7 m,"41,11 triệu/m²"
6/25/2020,"đường phú lương , phú lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,32 m²,NaN,NaN,"54,69 triệu/m²"
6/25/2020,"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,NaN,NaN,2 phòng,95 m²,NaN,NaN,"90,53 triệu/m²"
6/25/2020,"Đường Nguyễn Thái Học||1837, Phường Yết Kiêu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3 phòng,50 m²,14 m,3 m,76 triệu/m²
6/25/2020,"68, Đường Chiến Thắng, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,Nhà phố liền kề,Đã có sổ,6,4 phòng,30 m²,10 m,3 m,"93,33 triệu/m²"
6/25/2020,"Đường Nguyễn Trãi, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,30 m²,NaN,NaN,"91,67 triệu/m²"
6/25/2020,"Đường Ngô Thì Nhậm, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,35 m²,NaN,NaN,"62,86 triệu/m²"
6/25/2020,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,30 m²,NaN,NaN,"73,33 triệu/m²"
6/25/2020,"Đường Văn Phú, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,Nhà biệt thự,Đã có sổ,4,3 phòng,82 m²,NaN,NaN,"129,27 triệu/m²"
6/25/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,32 m²,NaN,NaN,"64,06 triệu/m²"
6/25/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,32 m²,6 m,5 m,"82,81 triệu/m²"
6/25/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,3,4 phòng,64 m²,NaN,NaN,"58,44 triệu/m²"
6/25/2020,"Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,31 m²,NaN,3 m,"69,35 triệu/m²"
6/25/2020,"Đường Quyết Thắng, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3 phòng,50 m²,NaN,NaN,59 triệu/m²
6/25/2020,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,35 m²,10 m,4 m,"75,71 triệu/m²"
6/25/2020,"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,32 m²,NaN,NaN,"56,25 triệu/m²"
6/25/2020,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",Đã có sổ,6,5 phòng,38 m²,10 m,4 m,"105,26 triệu/m²"
6/25/2020,"Đường Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,Nhà phố liền kề,Đã có sổ,5,5 phòng,85 m²,17 m,5 m,100 triệu/m²
6/25/2020,"6, Đường Lê Văn Lương, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,3,4 phòng,32 m²,10 m,32 m,"73,44 triệu/m²"
6/25/2020,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,33 m²,8 m,4 m,"124,24 triệu/m²"
6/25/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,3,4 phòng,48 m²,68 m,69 m,"108,33 triệu/m²"
6/25/2020,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5 phòng,35 m²,NaN,3 m,110 triệu/m²
6/25/2020,"Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,3 phòng,31 m²,NaN,35 m,"88,71 triệu/m²"
6/24/2020,"1, Đường Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",NaN,NaN,3 phòng,38 m²,9 m,3.2 m,"46,84 triệu/m²"
6/24/2020,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,50 m²,NaN,NaN,76 triệu/m²
6/24/2020,"Tổ 12 Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,NaN,3 phòng,30 m²,NaN,NaN,64 triệu/m²
6/24/2020,"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6 phòng,90 m²,18 m,4 m,"95,56 triệu/m²"
6/24/2020,"1, Đường Biên Giang, Phường Biên Giang, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Biên Giang,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,3 phòng,108 m²,22 m,5 m,"33,33 triệu/m²"
6/24/2020,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,43 m²,11 m,4 m,"109,3 triệu/m²"
6/24/2020,"Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,28 m²,NaN,NaN,"110,71 triệu/m²"
6/24/2020,"5, Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà mặt phố, mặt tiền",NaN,NaN,4 phòng,100 m²,16 m,6.2 m,65 triệu/m²
6/24/2020,"Đường Phú Lương, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3 phòng,33 m²,NaN,3 m,"45,45 triệu/m²"
6/24/2020,"Đường Quang Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,5,4 phòng,32 m²,NaN,3 m,"50,63 triệu/m²"
6/24/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,NaN,2 phòng,30 m²,NaN,NaN,"48,67 triệu/m²"
6/24/2020,"Đường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,7,9 phòng,50 m²,NaN,4 m,132 triệu/m²
6/24/2020,"7, Đường Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,NaN,NaN,4 phòng,68 m²,16 m,4 m,"98,53 triệu/m²"
6/24/2020,"x, Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,Nhà biệt thự,Đã có sổ,4,8 phòng,270 m²,22 m,13 m,303.703 đ/m²
6/24/2020,"Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,5 phòng,40 m²,NaN,NaN,110 triệu/m²
6/24/2020,"Đường Mậu Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,39 m²,NaN,NaN,"56,41 triệu/m²"
6/24/2020,"2, Đường Hà Trì 1, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,5,5 phòng,35 m²,NaN,34 m,"71,43 triệu/m²"
6/24/2020,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường La Khê,Nhà phố liền kề,NaN,NaN,4 phòng,48 m²,12 m,4 m,"118,75 triệu/m²"
6/24/2020,"Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,Nhà biệt thự,Đang chờ sổ,4,4 phòng,162 m²,18 m,9 m,"61,73 triệu/m²"
6/24/2020,"Đường Ngô Thì Nhậm, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,Nhà phố liền kề,NaN,NaN,4 phòng,46 m²,NaN,4 m,"121,74 triệu/m²"
6/24/2020,"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,40 m²,NaN,NaN,77 triệu/m²
6/24/2020,"KĐT Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,Nhà biệt thự,NaN,NaN,5 phòng,180 m²,20 m,9 m,"71,67 triệu/m²"
6/24/2020,"2222, LÊ LỢI, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,63 m²,NaN,5 m,"134,92 triệu/m²"
6/24/2020,"Đường 19/5, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,45 m²,11 m,4 m,"87,78 triệu/m²"
6/24/2020,"Đường Quang Trung, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,NaN,5 phòng,50 m²,11 m,4 m,92 triệu/m²
6/24/2020,"Đường Lê Lợi, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,45 m²,NaN,NaN,"84,44 triệu/m²"
6/24/2020,"Đường Bà Triệu, Phường Quang Trung, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",NaN,NaN,4 phòng,40 m²,NaN,NaN,90 triệu/m²
6/24/2020,"xa la nguyễn xiển, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4 phòng,57 m²,11 m,5 m,"117,54 triệu/m²"
6/24/2020,"Đường La Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6 phòng,45 m²,NaN,4 m,100 triệu/m²
6/24/2020,"Đường Tô Hiệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,Nhà phố liền kề,NaN,NaN,4 phòng,46 m²,12 m,4 m,"119,57 triệu/m²"
6/24/2020,"Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,6,4 phòng,39 m²,NaN,4 m,"76,92 triệu/m²"
6/24/2020,"Đường Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú Lương,"Nhà ngõ, hẻm",Đã có sổ,4,4 phòng,30 m²,9 m,4 m,50 triệu/m²
6/24/2020,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán,"Nhà mặt phố, mặt tiền",NaN,NaN,3 phòng,36 m²,NaN,NaN,100 triệu/m²
6/24/2020,"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,5,3 phòng,33 m²,9 m,3.4 m,"63,64 triệu/m²"
6/24/2020,"Đường Nguyễn Thái Học, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,NaN,4 phòng,58 m²,NaN,3 m,"57,76 triệu/m²"
